0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,UUID
0.00952374560390883,0.0041142044081720315,0.006208220354908856,0.0011342586378157802,0.005355848479153802,0.0024497301940991706,0.002275228865204435,0.0020805927675910762,0.0017047437515101077,0.0040001073854331656,0.0031343123305323634,0.002745040135305646,0.0015168192434696233,0.001510107653896749,0.001604069907916991,0.006738435931165937,0.0015772235496254933,0.005912910413702381,0.0028926951059088835,0.00293296464334613,0.002073881178018202,0.004463207065961502,0.003590700421487825,0.0033088136594270987,0.002073881178018202,0.0020671695884453274,0.0005369271658299552,0.00036242583693521974,0.0005235039866842063,0.00043625332223683856,0.000550350344975704,0.00043625332223683856,0.0006510241885688207,0.00046309968052833634,0.00036242583693521974,0.00045638809095546187,0.00044967650138258745,0.0005570619345485785,0.000550350344975704,0.00045638809095546187,0.00045638809095546187,0.0006510241885688207,test4
0.006208220354908856,0.0011342586378157802,0.005355848479153802,0.0024497301940991706,0.002275228865204435,0.0020805927675910762,0.0017047437515101077,0.0040001073854331656,0.0031343123305323634,0.002745040135305646,0.0015168192434696233,0.001510107653896749,0.001604069907916991,0.007899540927273215,0.0027517517248785203,0.005912910413702381,0.0028926951059088835,0.00293296464334613,0.002550404037692287,0.002073881178018202,0.003590700421487825,0.0033088136594270987,0.002073881178018202,0.001973207334425085,0.0020671695884453274,0.003020215307793498,0.0005235039866842063,0.00043625332223683856,0.000550350344975704,0.00043625332223683856,0.0006510241885688207,0.00046309968052833634,0.00036242583693521974,0.00045638809095546187,0.00044967650138258745,0.0005570619345485785,0.000550350344975704,0.00045638809095546187,0.00045638809095546187,0.0006510241885688207,0.00026175199334210313,0.00045638809095546187,test4
0.002275228865204435,0.0020805927675910762,0.0017047437515101077,0.0040001073854331656,0.0031343123305323634,0.002745040135305646,0.0015168192434696233,0.001510107653896749,0.001604069907916991,0.007899540927273215,0.0027517517248785203,0.0011208354586700314,0.002563827216838036,0.0011275470482429058,0.0014161453998765069,0.002073881178018202,0.004463207065961502,0.003590700421487825,0.0033088136594270987,0.002073881178018202,0.0020671695884453274,0.008557276705414911,0.003020215307793498,0.0015839351391983677,0.003127600740959489,0.001604069907916991,0.0006510241885688207,0.00046309968052833634,0.00036242583693521974,0.00045638809095546187,0.00044967650138258745,0.0005570619345485785,0.000550350344975704,0.00045638809095546187,0.00045638809095546187,0.0006510241885688207,0.00026175199334210313,0.00045638809095546187,0.0005570619345485785,0.00036242583693521974,0.00018121291846760987,0.0002684635829149776,test4
0.0017047437515101077,0.0040001073854331656,0.0031343123305323634,0.002745040135305646,0.0015168192434696233,0.001510107653896749,0.001604069907916991,0.007899540927273215,0.0027517517248785203,0.0011208354586700314,0.002563827216838036,0.0011275470482429058,0.0014161453998765069,0.0016107814974898654,0.002469864962817794,0.003590700421487825,0.0033088136594270987,0.002073881178018202,0.001973207334425085,0.0020671695884453274,0.003020215307793498,0.0015839351391983677,0.003127600740959489,0.001496684474751,0.001604069907916991,0.0030269268973663723,0.00036242583693521974,0.00045638809095546187,0.00044967650138258745,0.0005570619345485785,0.000550350344975704,0.00045638809095546187,0.00045638809095546187,0.0006510241885688207,0.00026175199334210313,0.00045638809095546187,0.0005570619345485785,0.00036242583693521974,0.00018121291846760987,0.0002684635829149776,0.000550350344975704,0.00045638809095546187,test4
0.0027517517248785203,0.0011208354586700314,0.002563827216838036,0.0011275470482429058,0.0014161453998765069,0.0016107814974898654,0.002469864962817794,0.002456441783672045,0.0014161453998765069,0.002657789470858278,0.0017919944159574754,0.0011275470482429058,0.0012282208918360225,0.0016913205723643589,0.0011275470482429058,0.003127600740959489,0.001496684474751,0.001604069907916991,0.0018859566699777174,0.0030269268973663723,0.0019799189239979595,0.0030269268973663723,0.002167843432038444,0.0015033960643238745,0.0018859566699777174,0.0014094338103036322,0.00026175199334210313,0.00045638809095546187,0.0005570619345485785,0.00036242583693521974,0.00018121291846760987,0.0002684635829149776,0.000550350344975704,0.00045638809095546187,0.0005570619345485785,0.00036242583693521974,0.00036913742650809416,0.00036913742650809416,0.0006510241885688207,0.000550350344975704,0.000275175172487852,0.00045638809095546187,test4
0.002563827216838036,0.0011275470482429058,0.0014161453998765069,0.0016107814974898654,0.002469864962817794,0.002456441783672045,0.0014161453998765069,0.002657789470858278,0.0017919944159574754,0.0011275470482429058,0.0012282208918360225,0.0016913205723643589,0.0011275470482429058,0.005610888882923031,0.0025571156272651617,0.001604069907916991,0.0018859566699777174,0.0030269268973663723,0.002919541464200381,0.0019799189239979595,0.002167843432038444,0.0015033960643238745,0.0018859566699777174,0.002248382506912937,0.0014094338103036322,0.003208139815833982,0.0005570619345485785,0.00036242583693521974,0.00018121291846760987,0.0002684635829149776,0.000550350344975704,0.00045638809095546187,0.0005570619345485785,0.00036242583693521974,0.00036913742650809416,0.00036913742650809416,0.0006510241885688207,0.000550350344975704,0.000275175172487852,0.00045638809095546187,0.0006443125989959462,0.00046309968052833634,test4
0.002469864962817794,0.002456441783672045,0.0014161453998765069,0.002657789470858278,0.0017919944159574754,0.0011275470482429058,0.0012282208918360225,0.0016913205723643589,0.0011275470482429058,0.005610888882923031,0.0025571156272651617,0.0026510778812854035,0.003617546779779323,0.0010402963837955381,0.0018926682595505919,0.0019799189239979595,0.0030269268973663723,0.002167843432038444,0.0015033960643238745,0.0018859566699777174,0.0014094338103036322,0.006073988563451368,0.003208139815833982,0.0031208891513866146,0.004268570968348143,0.0023557679400789283,0.000550350344975704,0.00045638809095546187,0.0005570619345485785,0.00036242583693521974,0.00036913742650809416,0.00036913742650809416,0.0006510241885688207,0.000550350344975704,0.000275175172487852,0.00045638809095546187,0.0006443125989959462,0.00046309968052833634,0.0006443125989959462,0.0003557142473623453,0.00045638809095546187,0.00018121291846760987,test4
0.0014161453998765069,0.002657789470858278,0.0017919944159574754,0.0011275470482429058,0.0012282208918360225,0.0016913205723643589,0.0011275470482429058,0.005610888882923031,0.0025571156272651617,0.0026510778812854035,0.003617546779779323,0.0010402963837955381,0.0018926682595505919,0.0032282745845526053,0.002563827216838036,0.002167843432038444,0.0015033960643238745,0.0018859566699777174,0.002248382506912937,0.0014094338103036322,0.003208139815833982,0.0031208891513866146,0.004268570968348143,0.0014027222207307578,0.0023557679400789283,0.003127600740959489,0.0005570619345485785,0.00036242583693521974,0.00036913742650809416,0.00036913742650809416,0.0006510241885688207,0.000550350344975704,0.000275175172487852,0.00045638809095546187,0.0006443125989959462,0.00046309968052833634,0.0006443125989959462,0.0003557142473623453,0.00045638809095546187,0.00018121291846760987,0.0005570619345485785,0.0002684635829149776,test4
0.0025571156272651617,0.0026510778812854035,0.003617546779779323,0.0010402963837955381,0.0018926682595505919,0.0032282745845526053,0.002563827216838036,0.002181266611184193,0.0016980321619372333,0.0022819404547773097,0.002563827216838036,0.001604069907916991,0.0009396225402024215,0.0017919944159574754,0.0013221831458562646,0.004268570968348143,0.0014027222207307578,0.0023557679400789283,0.00341619909259309,0.003127600740959489,0.0022550940964858116,0.0026510778812854035,0.0030269268973663723,0.001879245080404843,0.001496684474751,0.0016913205723643589,0.0006443125989959462,0.00046309968052833634,0.0006443125989959462,0.0003557142473623453,0.00045638809095546187,0.00018121291846760987,0.0005570619345485785,0.0002684635829149776,0.000550350344975704,0.00036242583693521974,0.00045638809095546187,0.0002684635829149776,0.000550350344975704,0.00046309968052833634,0.00036242583693521974,0.0002684635829149776,test4
0.003617546779779323,0.0010402963837955381,0.0018926682595505919,0.0032282745845526053,0.002563827216838036,0.002181266611184193,0.0016980321619372333,0.0022819404547773097,0.002563827216838036,0.001604069907916991,0.0009396225402024215,0.0017919944159574754,0.0013221831458562646,0.005040403769228704,0.001986630513570834,0.0023557679400789283,0.00341619909259309,0.003127600740959489,0.002456441783672045,0.0022550940964858116,0.0030269268973663723,0.001879245080404843,0.001496684474751,0.002261805686058686,0.0016913205723643589,0.0025436924481194124,0.0006443125989959462,0.0003557142473623453,0.00045638809095546187,0.00018121291846760987,0.0005570619345485785,0.0002684635829149776,0.000550350344975704,0.00036242583693521974,0.00045638809095546187,0.0002684635829149776,0.000550350344975704,0.00046309968052833634,0.00036242583693521974,0.0002684635829149776,0.000550350344975704,0.00045638809095546187,test4
